sentence,entities
অর্ডার নং অর্ডার-4684 এর জন্য টিআরএক্স-101462 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-4684', 'trnx': 'টিআরএক্স-101462'}"
হুয়াওয়ে এর গল্প পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'হুয়াওয়ে', 'categoryname': 'গল্প'}"
সৈয়দ মুজতবা আলী এর লেখা পদ্মা নদীর মাঝি বইটি জ্ঞানকোষ প্রকাশনী থেকে প্রকাশিত হয়েছে।,"{'authorname': 'সৈয়দ মুজতবা আলী', 'bookname': 'পদ্মা নদীর মাঝি', 'publishername': 'জ্ঞানকোষ প্রকাশনী'}"
"রবীন্দ্রনাথ ঠাকুর এর বিজ্ঞান বইগুলি এখন মোহাম্মদপুর, ঢাকা এ পাওয়া যাবে।","{'authorname': 'রবীন্দ্রনাথ ঠাকুর', 'categoryname': 'বিজ্ঞান', 'address': 'মোহাম্মদপুর, ঢাকা'}"
"নাজমুল হক 10/04/2024 তারিখে শান্তিনগর, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'নাজমুল হক', 'date': '10/04/2024', 'address': 'শান্তিনগর, ঢাকা'}"
গ্রাহক আইডি-96081 টিআরএক্স-239972 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-96081', 'trnx': 'টিআরএক্স-239972'}"
28/05/2024 থেকে জ্ঞানকোষ প্রকাশনী এর সকল বই অনলাইনে পাওয়া যাবে।,"{'date': '28/05/2024', 'publishername': 'জ্ঞানকোষ প্রকাশনী'}"
"আহসান হাবীব এর আত্মজীবনী বইগুলি এখন মিরপুর-১০, ঢাকা এ পাওয়া যাবে।","{'authorname': 'আহসান হাবীব', 'categoryname': 'আত্মজীবনী', 'address': 'মিরপুর-১০, ঢাকা'}"
14/09/2024 তারিখে অর্ডার-4159 অর্ডারটি ০১৭31241869 নম্বরে ডেলিভারি হবে।,"{'date': '14/09/2024', 'orderno': 'অর্ডার-4159', 'phoneno': '০১৭31241869'}"
"ফাতেমা বেগম 30/08/2024 তারিখে বনানী, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'ফাতেমা বেগম', 'date': '30/08/2024', 'address': 'বনানী, ঢাকা'}"
কাস্টমার আইডি আইডি-61086 এর ০১৬85891470 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-61086', 'phoneno': '০১৬85891470'}"
ফাতেমা বেগম এর এসি অর্ডার অর্ডার-1871 প্রস্তুত।,"{'username': 'ফাতেমা বেগম', 'productname': 'এসি', 'orderno': 'অর্ডার-1871'}"
"জামিল হোসেন 22/03/2024 তারিখে ধানমন্ডি, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'জামিল হোসেন', 'date': '22/03/2024', 'address': 'ধানমন্ডি, ঢাকা'}"
জামিল হোসেন এর এসি অর্ডার অর্ডার-8773 প্রস্তুত।,"{'username': 'জামিল হোসেন', 'productname': 'এসি', 'orderno': 'অর্ডার-8773'}"
"শরৎচন্দ্র চট্টোপাধ্যায় এর জীবনী বইগুলি এখন উত্তরা, ঢাকা এ পাওয়া যাবে।","{'authorname': 'শরৎচন্দ্র চট্টোপাধ্যায়', 'categoryname': 'জীবনী', 'address': 'উত্তরা, ঢাকা'}"
কাস্টমার আইডি আইডি-96034 এর ০১৫15976300 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-96034', 'phoneno': '০১৫15976300'}"
অনন্য প্রকাশন থেকে আত্মজীবনী বিভাগে নতুন বই প্রকাশিত হয়েছে।,"{'publishername': 'অনন্য প্রকাশন', 'categoryname': 'আত্মজীবনী'}"
অনন্য প্রকাশন থেকে বিজ্ঞান বিভাগে নতুন বই প্রকাশিত হয়েছে।,"{'publishername': 'অনন্য প্রকাশন', 'categoryname': 'বিজ্ঞান'}"
কাজী নজরুল ইসলাম এর নতুন বই শঙ্খনীল কারাগার এর প্রি-অর্ডার অর্ডার-3648 চলছে।,"{'authorname': 'কাজী নজরুল ইসলাম', 'bookname': 'শঙ্খনীল কারাগার', 'orderno': 'অর্ডার-3648'}"
টশিবা এর কবিতা পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'টশিবা', 'categoryname': 'কবিতা'}"
নাজমুল হক সম্প্রতি দেয়াল বইটি কিনেছেন।,"{'username': 'নাজমুল হক', 'bookname': 'দেয়াল'}"
"হুমায়ূন আহমেদ এর রহস্য বইগুলি এখন ধানমন্ডি, ঢাকা এ পাওয়া যাবে।","{'authorname': 'হুমায়ূন আহমেদ', 'categoryname': 'রহস্য', 'address': 'ধানমন্ডি, ঢাকা'}"
গ্রাহক আইডি-69557 টিআরএক্স-338507 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-69557', 'trnx': 'টিআরএক্স-338507'}"
"হুমায়ূন আহমেদ এর রহস্য বইগুলি এখন রামপুরা, ঢাকা এ পাওয়া যাবে।","{'authorname': 'হুমায়ূন আহমেদ', 'categoryname': 'রহস্য', 'address': 'রামপুরা, ঢাকা'}"
"রহিম আহমেদ উত্তরা, ঢাকা থেকে এসি কিনেছেন।","{'username': 'রহিম আহমেদ', 'address': 'উত্তরা, ঢাকা', 'productname': 'এসি'}"
ওয়ালটন এর কবিতা পণ্যগুলির উপর ছাড় চলছে।,"{'brandname': 'ওয়ালটন', 'categoryname': 'কবিতা'}"
জসীমউদ্দীন এর লেখা হিমু বইটি জ্ঞানকোষ প্রকাশনী থেকে প্রকাশিত হয়েছে।,"{'authorname': 'জসীমউদ্দীন', 'bookname': 'হিমু', 'publishername': 'জ্ঞানকোষ প্রকাশনী'}"
"সাদিয়া আক্তার উত্তরা, ঢাকা থেকে এসি কিনেছেন।","{'username': 'সাদিয়া আক্তার', 'address': 'উত্তরা, ঢাকা', 'productname': 'এসি'}"
অর্ডার নং অর্ডার-6760 এর জন্য টিআরএক্স-139360 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-6760', 'trnx': 'টিআরএক্স-139360'}"
আহসান হাবীব এর লেখা সীমানা ছাড়িয়ে বইটি বিশ্বসাহিত্য কেন্দ্র থেকে প্রকাশিত হয়েছে।,"{'authorname': 'আহসান হাবীব', 'bookname': 'সীমানা ছাড়িয়ে', 'publishername': 'বিশ্বসাহিত্য কেন্দ্র'}"
কাজী নজরুল ইসলাম এর নতুন বই দেয়াল এর প্রি-অর্ডার অর্ডার-3795 চলছে।,"{'authorname': 'কাজী নজরুল ইসলাম', 'bookname': 'দেয়াল', 'orderno': 'অর্ডার-3795'}"
ওয়ালটন এর নতুন ওয়াশিং মেশিন এর দাম জানতে ০১৯11536294 নম্বরে কল করুন।,"{'brandname': 'ওয়ালটন', 'productname': 'ওয়াশিং মেশিন', 'phoneno': '০১৯11536294'}"
অর্ডার নং অর্ডার-6295 এর জন্য টিআরএক্স-110608 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-6295', 'trnx': 'টিআরএক্স-110608'}"
সামসাং এর নতুন স্মার্টওয়াচ এর দাম জানতে ০১৪93841154 নম্বরে কল করুন।,"{'brandname': 'সামসাং', 'productname': 'স্মার্টওয়াচ', 'phoneno': '০১৪93841154'}"
